#: table_doi: 10.17182/hepdata.90640.v1/t23
#: name: Statistical covariance matrix
#: description: Figure 8, statistical covariance matrix for normalized differential cross sections (note, the figure in the paper is for the corresponding correlation matrix)
#: data_file: statcov_normdiffxsec_AllVars.yaml
#: keyword cmenergies: 13000.0
#: keyword reactions: P P --> TOP TOPBAR X
#: RE,P P --> TOP TOPBAR X
#: SQRT(S) [GEV],13000
Bin,Bin,Statistical covariance for all normalized differential cross section bins
$\cos\varphi_{\mathrm{lab}}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 1,3.215657532e-07
$\cos\varphi_{\mathrm{lab}}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 1,4.311982689e-08
$\cos\varphi_{\mathrm{lab}}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 1,2.439377417e-07
$\cos\varphi_{\mathrm{lab}}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 1,-3.643242322e-07
$\cos\varphi_{\mathrm{lab}}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 1,-9.195260946e-06
$|\Delta\phi_{\ell\ell}|$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 1,-1.7879997e-06
$|\Delta\phi_{\ell\ell}|$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 1,-1.346433591e-06
$|\Delta\phi_{\ell\ell}|$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 1,-7.03545019e-07
$|\Delta\phi_{\ell\ell}|$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 1,-1.182930184e-07
$|\Delta\phi_{\ell\ell}|$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 1,1.306708844e-06
$|\Delta\phi_{\ell\ell}|$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 1,2.649562484e-06
$\cos\theta_{1}^{k}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 2,-3.36612225e-06
$\cos\theta_{1}^{k}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 2,-3.432264039e-08
$\cos\theta_{1}^{k}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 2,7.801980579e-07
$\cos\theta_{1}^{k}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 2,1.212779965e-06
$\cos\theta_{1}^{k}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 2,1.364059632e-06
$\cos\theta_{1}^{k}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 2,4.340723571e-08
$\cos\theta_{2}^{k}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 2,-3.580686378e-06
$\cos\theta_{2}^{k}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 2,2.364874053e-07
$\cos\theta_{2}^{k}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 2,1.012903809e-06
$\cos\theta_{2}^{k}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 2,9.805300828e-07
$\cos\theta_{2}^{k}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 2,5.552543598e-07
$\cos\theta_{2}^{k}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 2,7.955107214e-07
$\cos\theta_{1}^{r}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 2,5.130951921e-07
$\cos\theta_{1}^{r}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 2,4.813696547e-07
$\cos\theta_{1}^{r}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 2,-7.467745831e-07
$\cos\theta_{1}^{r}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 2,-1.110541469e-06
$\cos\theta_{1}^{r}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 2,-1.346472831e-07
$\cos\theta_{1}^{r}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 2,9.974984883e-07
$\cos\theta_{2}^{r}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 2,3.197587902e-08
$\cos\theta_{2}^{r}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 2,8.50609376e-07
$\cos\theta_{2}^{r}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 2,-8.894108234e-07
$\cos\theta_{2}^{r}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 2,-1.136343799e-06
$\cos\theta_{2}^{r}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 2,2.174304036e-07
$\cos\theta_{2}^{r}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 2,9.257389633e-07
$\cos\theta_{1}^{n}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 2,6.493022785e-07
$\cos\theta_{1}^{n}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 2,-1.756327413e-07
$\cos\theta_{1}^{n}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 2,-2.40804139e-07
$\cos\theta_{1}^{n}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 2,-3.396191652e-07
$\cos\theta_{1}^{n}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 2,3.285872455e-07
$\cos\theta_{1}^{n}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 2,-2.218334785e-07
$\cos\theta_{2}^{n}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 2,-2.617875056e-08
$\cos\theta_{2}^{n}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 2,-2.534814195e-08
$\cos\theta_{2}^{n}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 2,-1.314719256e-07
$\cos\theta_{2}^{n}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 2,-1.511169783e-07
$\cos\theta_{2}^{n}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 2,-2.686626143e-07
$\cos\theta_{2}^{n}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 2,6.027784106e-07
$\cos\theta_{1}^{k*}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 2,-4.427670258e-07
$\cos\theta_{1}^{k*}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 2,5.846719215e-07
$\cos\theta_{1}^{k*}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 2,6.788426381e-07
$\cos\theta_{1}^{k*}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 2,8.105451038e-07
$\cos\theta_{1}^{k*}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 2,2.439611905e-07
$\cos\theta_{1}^{k*}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 2,-1.875253828e-06
$\cos\theta_{2}^{k*}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 2,-1.784266404e-06
$\cos\theta_{2}^{k*}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 2,2.923440902e-08
$\cos\theta_{2}^{k*}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 2,6.541191513e-07
$\cos\theta_{2}^{k*}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 2,9.448754126e-07
$\cos\theta_{2}^{k*}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 2,2.619503926e-07
$\cos\theta_{2}^{k*}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 2,-1.05912962e-07
$\cos\theta_{1}^{r*}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 2,1.495958537e-06
$\cos\theta_{1}^{r*}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 2,7.425568131e-07
$\cos\theta_{1}^{r*}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 2,-5.864643193e-07
$\cos\theta_{1}^{r*}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 2,-1.135535251e-06
$\cos\theta_{1}^{r*}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 2,-4.534442857e-07
$\cos\theta_{1}^{r*}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 2,-6.307149442e-08
$\cos\theta_{2}^{r*}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 2,-3.040507029e-07
$\cos\theta_{2}^{r*}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 2,-3.240561732e-07
$\cos\theta_{2}^{r*}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 2,-1.284179468e-06
$\cos\theta_{2}^{r*}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 2,-6.499697092e-07
$\cos\theta_{2}^{r*}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 2,1.35616923e-06
$\cos\theta_{2}^{r*}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 2,1.206086823e-06
$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 2,-2.352526802e-06
$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 2,-1.694152462e-06
$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 2,1.838292474e-06
$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 2,1.420396558e-06
$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 2,4.403821972e-07
$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 2,3.476080343e-07
$\cos\theta_{1}^{r}\cos\theta_{2}^{r}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 2,-1.290923604e-07
$\cos\theta_{1}^{r}\cos\theta_{2}^{r}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 2,2.043959602e-07
$\cos\theta_{1}^{r}\cos\theta_{2}^{r}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 2,-1.727506434e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{r}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 2,-2.364100734e-07
$\cos\theta_{1}^{r}\cos\theta_{2}^{r}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 2,1.617782478e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{r}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 2,2.708304288e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 2,-2.137136567e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 2,-1.451671547e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 2,-4.799489568e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 2,-2.532978419e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 2,8.993138015e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 2,1.928138086e-07
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 2,-1.92587837e-07
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 2,4.575190413e-07
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 2,-3.939972523e-08
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 2,3.990899799e-09
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 2,3.481539949e-07
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 2,-5.776763737e-07
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 2,-1.997367017e-08
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 2,5.64513769e-07
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 2,-1.492235847e-07
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 2,-6.862153264e-07
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 2,-1.610687258e-07
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 2,4.519675381e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 2,6.677972996e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 2,6.47637299e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 2,-1.809380723e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 2,-1.281474125e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 2,1.234233463e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 2,5.411867857e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 2,7.723736504e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 2,1.98733127e-08
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 2,-1.04887942e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 2,-5.472845036e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 2,-3.234955924e-08
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 2,8.362665196e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 2,-4.355299899e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 2,-1.548704193e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 2,4.683142881e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 2,2.599393924e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 2,2.776957468e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 2,-4.155490181e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 2,4.078498851e-09
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 2,-3.225405015e-08
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 2,-4.147724618e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 2,3.453751443e-08
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 2,6.151565105e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 2,-2.067460118e-07
$\cos\varphi$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 2,8.866858841e-07
$\cos\varphi$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 2,1.131232032e-06
$\cos\varphi$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 2,8.274520159e-07
$\cos\varphi$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 2,4.000277298e-07
$\cos\varphi$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 2,-1.153590544e-06
$\cos\varphi$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 2,-2.091807118e-06
$\cos\varphi_{\mathrm{lab}}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 2,3.215657532e-07
$\cos\varphi_{\mathrm{lab}}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 2,7.909473337e-06
$\cos\varphi_{\mathrm{lab}}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 2,3.031118115e-07
$\cos\varphi_{\mathrm{lab}}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 2,1.280408965e-08
$\cos\varphi_{\mathrm{lab}}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 2,-4.630004101e-08
$\cos\varphi_{\mathrm{lab}}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 2,-8.50065495e-06
$|\Delta\phi_{\ell\ell}|$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 2,-1.299026648e-06
$|\Delta\phi_{\ell\ell}|$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 2,-9.21947243e-07
$|\Delta\phi_{\ell\ell}|$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 2,-3.959847102e-07
$|\Delta\phi_{\ell\ell}|$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 2,7.313625433e-07
$|\Delta\phi_{\ell\ell}|$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 2,1.159367305e-06
$|\Delta\phi_{\ell\ell}|$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 2,7.26228753e-07
$\cos\theta_{1}^{k}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 3,-3.225991086e-06
$\cos\theta_{1}^{k}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 3,1.131487773e-06
$\cos\theta_{1}^{k}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 3,7.325488778e-07
$\cos\theta_{1}^{k}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 3,-2.044309428e-08
$\cos\theta_{1}^{k}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 3,8.206250926e-07
$\cos\theta_{1}^{k}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 3,5.617724376e-07
$\cos\theta_{2}^{k}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 3,-3.174008463e-06
$\cos\theta_{2}^{k}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 3,8.785739497e-07
$\cos\theta_{2}^{k}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 3,8.119533893e-07
$\cos\theta_{2}^{k}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 3,3.30083588e-07
$\cos\theta_{2}^{k}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 3,8.67790553e-07
$\cos\theta_{2}^{k}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 3,2.856069835e-07
$\cos\theta_{1}^{r}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 3,2.239450125e-07
$\cos\theta_{1}^{r}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 3,3.839623095e-07
$\cos\theta_{1}^{r}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 3,-2.877060705e-07
$\cos\theta_{1}^{r}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 3,-9.945525496e-07
$\cos\theta_{1}^{r}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 3,3.276873373e-07
$\cos\theta_{1}^{r}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 3,3.466639608e-07
$\cos\theta_{2}^{r}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 3,3.163173228e-07
$\cos\theta_{2}^{r}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 3,5.903967745e-07
$\cos\theta_{2}^{r}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 3,-1.063518734e-06
$\cos\theta_{2}^{r}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 3,-1.122440252e-06
$\cos\theta_{2}^{r}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 3,4.40191085e-07
$\cos\theta_{2}^{r}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 3,8.390538037e-07
$\cos\theta_{1}^{n}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 3,4.858003937e-07
$\cos\theta_{1}^{n}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 3,-1.800630267e-07
$\cos\theta_{1}^{n}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 3,-5.842738696e-07
$\cos\theta_{1}^{n}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 3,-3.443736282e-09
$\cos\theta_{1}^{n}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 3,2.773942528e-08
$\cos\theta_{1}^{n}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 3,2.542408136e-07
$\cos\theta_{2}^{n}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 3,3.913875353e-07
$\cos\theta_{2}^{n}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 3,3.390825895e-07
$\cos\theta_{2}^{n}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 3,-4.961761676e-07
$\cos\theta_{2}^{n}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 3,-6.343384346e-07
$\cos\theta_{2}^{n}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 3,5.000861047e-07
$\cos\theta_{2}^{n}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 3,-1.000416274e-07
$\cos\theta_{1}^{k*}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 3,-5.977662971e-07
$\cos\theta_{1}^{k*}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 3,9.870330985e-07
$\cos\theta_{1}^{k*}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 3,-1.703731716e-07
$\cos\theta_{1}^{k*}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 3,6.317987451e-07
$\cos\theta_{1}^{k*}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 3,6.646936422e-07
$\cos\theta_{1}^{k*}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 3,-1.515386017e-06
$\cos\theta_{2}^{k*}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 3,-2.336420362e-06
$\cos\theta_{2}^{k*}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 3,5.476890066e-07
$\cos\theta_{2}^{k*}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 3,4.522802797e-07
$\cos\theta_{2}^{k*}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 3,4.270340265e-07
$\cos\theta_{2}^{k*}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 3,8.729852834e-07
$\cos\theta_{2}^{k*}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 3,3.643176601e-08
$\cos\theta_{1}^{r*}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 3,2.85861128e-07
$\cos\theta_{1}^{r*}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 3,1.301179036e-06
$\cos\theta_{1}^{r*}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 3,-1.015755626e-07
$\cos\theta_{1}^{r*}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 3,-1.173261862e-06
$\cos\theta_{1}^{r*}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 3,-6.025435294e-07
$\cos\theta_{1}^{r*}$ bin 6,$\cos\varphi_{\mathrm{lab}}$ bin 3,2.903407901e-07
$\cos\theta_{2}^{r*}$ bin 1,$\cos\varphi_{\mathrm{lab}}$ bin 3,6.620683779e-07
$\cos\theta_{2}^{r*}$ bin 2,$\cos\varphi_{\mathrm{lab}}$ bin 3,3.641761386e-08
$\cos\theta_{2}^{r*}$ bin 3,$\cos\varphi_{\mathrm{lab}}$ bin 3,-1.61588552e-06
$\cos\theta_{2}^{r*}$ bin 4,$\cos\varphi_{\mathrm{lab}}$ bin 3,-6.021033715e-07
$\cos\theta_{2}^{r*}$ bin 5,$\cos\varphi_{\mathrm{lab}}$ bin 3,9.838014598e-07
